,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
5387,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,"Not bad, second glass",white
5378,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"Not bad, second glass",white
5376,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"Not bad, second glass",white
5375,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"Not bad, second glass",white
5374,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"Not bad, second glass",white
5373,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"Not bad, second glass",white
5372,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,"Not bad, second glass",white
5371,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"Not bad, second glass",white
5370,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,"Not bad, second glass",white
5369,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,"Not bad, second glass",white
5377,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"Not bad, second glass",white
5410,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,"Not bad, second glass",white
5388,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,"Not bad, second glass",white
5390,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,"Not bad, second glass",white
5408,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,"Not bad, second glass",white
5407,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,"Not bad, second glass",white
5406,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"Not bad, second glass",white
5405,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,"Not bad, second glass",white
5404,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"Not bad, second glass",white
5403,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"Not bad, second glass",white
5402,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,"Not bad, second glass",white
5401,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"Not bad, second glass",white
5389,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,"Not bad, second glass",white
5400,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,"Not bad, second glass",white
5398,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"Not bad, second glass",white
5397,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"Not bad, second glass",white
5396,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"Not bad, second glass",white
5395,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,"Not bad, second glass",white
5394,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"Not bad, second glass",white
5393,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,"Not bad, second glass",white
5392,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"Not bad, second glass",white
5391,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,"Not bad, second glass",white
5399,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,"Not bad, second glass",white
5454,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,"Not bad, second glass",white
5455,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,"Not bad, second glass",white
5456,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,"Not bad, second glass",white
5519,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,"Not bad, second glass",white
5518,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,"Not bad, second glass",white
5517,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,"Not bad, second glass",white
5516,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,"Not bad, second glass",white
5515,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,"Not bad, second glass",white
5514,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,"Not bad, second glass",white
5513,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,"Not bad, second glass",white
5512,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,"Not bad, second glass",white
5520,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,"Not bad, second glass",white
5511,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,"Not bad, second glass",white
5509,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,"Not bad, second glass",white
5508,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,"Not bad, second glass",white
5507,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,"Not bad, second glass",white
5506,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,"Not bad, second glass",white
5505,5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,"Not bad, second glass",white
5504,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,"Not bad, second glass",white
5503,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,"Not bad, second glass",white
5502,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,"Not bad, second glass",white
5510,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,"Not bad, second glass",white
5501,6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,"Not bad, second glass",white
5521,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,"Not bad, second glass",white
5523,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,"Not bad, second glass",white
5541,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"Not bad, second glass",white
5540,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,"Not bad, second glass",white
5539,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,"Not bad, second glass",white
5538,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,"Not bad, second glass",white
5537,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"Not bad, second glass",white
5536,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,"Not bad, second glass",white
5535,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"Not bad, second glass",white
5534,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,"Not bad, second glass",white
5522,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,"Not bad, second glass",white
5533,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,"Not bad, second glass",white
5531,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,"Not bad, second glass",white
5530,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"Not bad, second glass",white
5529,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,"Not bad, second glass",white
5528,7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,"Not bad, second glass",white
5527,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,"Not bad, second glass",white
5526,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,"Not bad, second glass",white
5525,7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,"Not bad, second glass",white
5524,6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,"Not bad, second glass",white
5532,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,"Not bad, second glass",white
5500,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,"Not bad, second glass",white
5499,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,"Not bad, second glass",white
5498,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,"Not bad, second glass",white
5474,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"Not bad, second glass",white
5473,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,"Not bad, second glass",white
5472,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,"Not bad, second glass",white
5471,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,"Not bad, second glass",white
5470,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,"Not bad, second glass",white
5469,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,"Not bad, second glass",white
5468,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,"Not bad, second glass",white
5467,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,"Not bad, second glass",white
5475,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"Not bad, second glass",white
5466,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,"Not bad, second glass",white
5464,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,"Not bad, second glass",white
5463,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,"Not bad, second glass",white
5462,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,"Not bad, second glass",white
5461,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,"Not bad, second glass",white
5460,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,"Not bad, second glass",white
5459,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,"Not bad, second glass",white
5458,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,"Not bad, second glass",white
5457,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,"Not bad, second glass",white
5465,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,"Not bad, second glass",white
5476,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,"Not bad, second glass",white
5477,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,"Not bad, second glass",white
5478,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"Not bad, second glass",white
5497,6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,"Not bad, second glass",white
5496,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,"Not bad, second glass",white
5495,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,"Not bad, second glass",white
5494,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,"Not bad, second glass",white
5493,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,"Not bad, second glass",white
5492,7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,"Not bad, second glass",white
5491,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,"Not bad, second glass",white
5490,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,"Not bad, second glass",white
5489,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,"Not bad, second glass",white
5488,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,"Not bad, second glass",white
5487,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,"Not bad, second glass",white
5486,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,"Not bad, second glass",white
5485,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,"Not bad, second glass",white
5484,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,"Not bad, second glass",white
5483,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,"Not bad, second glass",white
5482,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,"Not bad, second glass",white
5481,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,"Not bad, second glass",white
5480,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,"Not bad, second glass",white
5479,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"Not bad, second glass",white
5368,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,"Not bad, second glass",white
5367,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"Not bad, second glass",white
5366,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,"Not bad, second glass",white
5365,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,"Not bad, second glass",white
5253,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,"Not bad, second glass",white
5252,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,"Not bad, second glass",white
5251,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,"Not bad, second glass",white
5250,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,"Not bad, second glass",white
5249,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,"Not bad, second glass",white
5248,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,"Not bad, second glass",white
5247,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,"Not bad, second glass",white
5246,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,"Not bad, second glass",white
5254,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,"Not bad, second glass",white
5245,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,"Not bad, second glass",white
5243,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,"Not bad, second glass",white
5242,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,"Not bad, second glass",white
5241,7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,"Not bad, second glass",white
5240,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,"Not bad, second glass",white
5239,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,"Not bad, second glass",white
5238,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,"Not bad, second glass",white
5237,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,"Not bad, second glass",white
5236,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,"Not bad, second glass",white
5244,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,"Not bad, second glass",white
5235,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,"Not bad, second glass",white
5255,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,"Not bad, second glass",white
5257,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,"Not bad, second glass",white
5275,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,"Not bad, second glass",white
5274,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,"Not bad, second glass",white
5273,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,"Not bad, second glass",white
5272,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,"Not bad, second glass",white
5271,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,"Not bad, second glass",white
5270,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,"Not bad, second glass",white
5269,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,"Not bad, second glass",white
5268,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,"Not bad, second glass",white
5256,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,"Not bad, second glass",white
5267,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,"Not bad, second glass",white
5265,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,"Not bad, second glass",white
5264,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,"Not bad, second glass",white
5263,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,"Not bad, second glass",white
5262,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,"Not bad, second glass",white
5261,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,"Not bad, second glass",white
5260,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,"Not bad, second glass",white
5259,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,"Not bad, second glass",white
5258,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,"Not bad, second glass",white
5266,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,"Not bad, second glass",white
5234,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,"Not bad, second glass",white
5233,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,"Not bad, second glass",white
5232,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,"Not bad, second glass",white
3426,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,"Not bad, second glass",red
3427,7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,"Not bad, second glass",red
3428,7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,"Not bad, second glass",red
3429,8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,"Not bad, second glass",red
3430,7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,"Not bad, second glass",red
3431,6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,"Not bad, second glass",red
3432,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,"Not bad, second glass",red
3433,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,"Not bad, second glass",red
3425,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,"Not bad, second glass",red
3434,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,"Not bad, second glass",red
3436,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,"Not bad, second glass",red
3437,8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,"Not bad, second glass",red
3438,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,"Not bad, second glass",red
3439,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,"Not bad, second glass",red
3440,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,"Not bad, second glass",red
3441,10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,"Not bad, second glass",red
3442,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,"Not bad, second glass",red
3443,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,"Not bad, second glass",red
3435,4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,"Not bad, second glass",red
3424,7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,"Not bad, second glass",red
3423,7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,"Not bad, second glass",red
3422,7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,"Not bad, second glass",red
5231,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,"Not bad, second glass",white
5230,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,"Not bad, second glass",white
5229,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,"Not bad, second glass",white
5228,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,"Not bad, second glass",white
5227,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,"Not bad, second glass",white
5226,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,"Not bad, second glass",white
5225,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,"Not bad, second glass",white
5224,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,"Not bad, second glass",white
5223,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,"Not bad, second glass",white
5222,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,"Not bad, second glass",white
5221,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,"Not bad, second glass",white
5220,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,"Not bad, second glass",white
3415,11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,"Not bad, second glass",red
3416,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,"Not bad, second glass",red
3417,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,"Not bad, second glass",red
3418,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,"Not bad, second glass",red
3419,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,"Not bad, second glass",red
3420,6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,"Not bad, second glass",red
3421,6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,"Not bad, second glass",red
5276,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,"Not bad, second glass",white
3445,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,"Not bad, second glass",red
5277,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,"Not bad, second glass",white
5279,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,"Not bad, second glass",white
5342,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,"Not bad, second glass",white
5341,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"Not bad, second glass",white
5340,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,"Not bad, second glass",white
5339,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"Not bad, second glass",white
5338,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,"Not bad, second glass",white
5337,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,"Not bad, second glass",white
5336,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,"Not bad, second glass",white
5335,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"Not bad, second glass",white
5343,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,"Not bad, second glass",white
5334,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,"Not bad, second glass",white
5332,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,"Not bad, second glass",white
5331,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,"Not bad, second glass",white
5330,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,"Not bad, second glass",white
5329,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,"Not bad, second glass",white
5328,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,"Not bad, second glass",white
5327,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"Not bad, second glass",white
5326,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,"Not bad, second glass",white
5325,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,"Not bad, second glass",white
5333,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,"Not bad, second glass",white
5324,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,"Not bad, second glass",white
5344,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"Not bad, second glass",white
5346,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"Not bad, second glass",white
5364,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"Not bad, second glass",white
5363,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,"Not bad, second glass",white
5362,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,"Not bad, second glass",white
5361,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,"Not bad, second glass",white
5360,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"Not bad, second glass",white
5359,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,"Not bad, second glass",white
5358,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,"Not bad, second glass",white
5357,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"Not bad, second glass",white
5345,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,"Not bad, second glass",white
5356,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"Not bad, second glass",white
5354,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,"Not bad, second glass",white
5353,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,"Not bad, second glass",white
5352,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"Not bad, second glass",white
5351,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"Not bad, second glass",white
5350,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,"Not bad, second glass",white
